sex,age,weight,height,goal,workout,total_calories_burned,tip
0,32,85,180,0,'{"workout": [{"name": "Barbell Squats", "sets": 4, "reps": 8, "calories_burned": 50}, {"name": "Leg Press", "sets": 3, "reps": 10, "calories_burned": 45}, {"name": "Walking Lunges", "sets": 3, "reps": 12, "calories_burned": 30}, {"name": "Hamstring Curls", "sets": 3, "reps": 12, "calories_burned": 25}, {"name": "Calf Raises (Standing)", "sets": 4, "reps": 15, "calories_burned": 20}], "total_calories_burned": 170, "tip": "Focus on controlled movements and full range of motion for optimal muscle activation in your leg workouts!"}'
1,28,62,165,1,'{"workout": [{"name": "Burpees", "sets": 3, "reps": 10, "calories_burned": 40}, {"name": "Kettlebell Swings", "sets": 4, "reps": 15, "calories_burned": 50}, {"name": "Mountain Climbers", "sets": 3, "reps": 30, "calories_burned": 25}, {"name": "Jump Squats", "sets": 3, "reps": 12, "calories_burned": 35}, {"name": "Plank Jacks", "sets": 3, "reps": 20, "calories_burned": 20}], "total_calories_burned": 170, "tip": "This workout focuses on high-intensity movements to elevate your heart rate and burn maximum calories in a short time!"}'
0,45,90,188,2,'{"workout": [{"name": "Barbell Bench Press", "sets": 3, "reps": 8, "calories_burned": 40}, {"name": "Incline Dumbbell Press", "sets": 3, "reps": 10, "calories_burned": 35}, {"name": "Dumbbell Rows", "sets": 3, "reps": 10, "calories_burned": 30}, {"name": "Lat Pulldowns", "sets": 3, "reps": 12, "calories_burned": 25}, {"name": "Overhead Press (Dumbbell)", "sets": 3, "reps": 10, "calories_burned": 30}, {"name": "Lateral Raises", "sets": 3, "reps": 12, "calories_burned": 20}], "total_calories_burned": 180, "tip": "Focus on consistent lifting and proper form to maintain your strength and muscle mass."}'
1,35,70,170,0,'{"workout": [{"name": "Deadlifts", "sets": 4, "reps": 6, "calories_burned": 60}, {"name": "Bent-Over Rows (Barbell)", "sets": 3, "reps": 10, "calories_burned": 40}, {"name": "Lat Pulldowns", "sets": 3, "reps": 12, "calories_burned": 35}, {"name": "Seated Cable Rows", "sets": 3, "reps": 12, "calories_burned": 30}, {"name": "Face Pulls", "sets": 3, "reps": 15, "calories_burned": 20}, {"name": "Hyperextensions (Back Extensions)", "sets": 3, "reps": 15, "calories_burned": 25}], "total_calories_burned": 210, "tip": "Engage your core throughout back exercises to protect your spine and maximize stability."}'
0,22,75,178,1,'{"workout": [{"name": "Thrusters (Dumbbell)", "sets": 3, "reps": 12, "calories_burned": 45}, {"name": "Battle Ropes (Alternating Waves)", "sets": 3, "reps": 45, "calories_burned": 40}, {"name": "Box Jumps", "sets": 3, "reps": 10, "calories_burned": 30}, {"name": "Renegade Rows", "sets": 3, "reps": 10, "calories_burned": 35}, {"name": "Push-Up to Plank", "sets": 3, "reps": 12, "calories_burned": 25}, {"name": "High Knees", "sets": 3, "reps": 45, "calories_burned": 30}], "total_calories_burned": 205, "tip": "Incorporate compound movements that work multiple muscle groups for a higher metabolic demand."}'
1,50,68,160,2,'{"workout": [{"name": "Barbell Squats", "sets": 3, "reps": 8, "calories_burned": 45}, {"name": "Leg Press", "sets": 3, "reps": 10, "calories_burned": 35}, {"name": "Hamstring Curls", "sets": 3, "reps": 12, "calories_burned": 25}, {"name": "Leg Extensions", "sets": 3, "reps": 12, "calories_burned": 25}, {"name": "Calf Raises (Standing)", "sets": 4, "reps": 15, "calories_burned": 20}], "total_calories_burned": 150, "tip": "Varying your rep ranges can help maintain both strength and endurance in your legs."}'
0,30,80,185,0,'{"workout": [{"name": "Overhead Press (Barbell)", "sets": 4, "reps": 8, "calories_burned": 50}, {"name": "Dumbbell Shoulder Press", "sets": 3, "reps": 10, "calories_burned": 40}, {"name": "Lateral Raises", "sets": 3, "reps": 12, "calories_burned": 25}, {"name": "Front Raises", "sets": 3, "reps": 12, "calories_burned": 20}, {"name": "Upright Rows (Dumbbell)", "sets": 3, "reps": 10, "calories_burned": 30}, {"name": "Reverse Pec Deck Fly", "sets": 3, "reps": 15, "calories_burned": 20}], "total_calories_burned": 185, "tip": "Warm up your shoulders thoroughly before starting your workout to prevent injuries."}'
1,40,72,172,1,'{"workout": [{"name": "Sled Push", "sets": 4, "reps": 30, "calories_burned": 60}, {"name": "Farmer\'s Walk", "sets": 3, "reps": 60, "calories_burned": 40}, {"name": "Medicine Ball Slams", "sets": 3, "reps": 15, "calories_burned": 30}, {"name": "Wall Balls", "sets": 3, "reps": 12, "calories_burned": 35}, {"name": "Bear Crawls", "sets": 3, "reps": 30, "calories_burned": 25}], "total_calories_burned": 190, "tip": "Metabolic circuits with minimal rest between exercises are highly effective for fat loss."}'
0,55,95,190,2,'{"workout": [{"name": "Deadlifts (Conventional or Sumo)", "sets": 3, "reps": 6, "calories_burned": 50}, {"name": "Pull-Ups (or Assisted)", "sets": 3, "reps": 8, "calories_burned": 30}, {"name": "Bent-Over Rows (Barbell)", "sets": 3, "reps": 10, "calories_burned": 35}, {"name": "Face Pulls", "sets": 3, "reps": 15, "calories_burned": 20}, {"name": "Bicep Curls (Barbell)", "sets": 3, "reps": 10, "calories_burned": 25}, {"name": "Tricep Pushdowns (Rope)", "sets": 3, "reps": 12, "calories_burned": 20}], "total_calories_burned": 180, "tip": "Include compound movements like deadlifts to stimulate overall muscle growth and strength."}'
1,26,60,168,0,'{"workout": [{"name": "Barbell Bench Press", "sets": 4, "reps": 8, "calories_burned": 50}, {"name": "Incline Dumbbell Press", "sets": 3, "reps": 10, "calories_burned": 45}, {"name": "Dumbbell Flyes (Flat Bench)", "sets": 3, "reps": 12, "calories_burned": 30}, {"name": "Cable Crossovers (High Pulley)", "sets": 3, "reps": 15, "calories_burned": 25}, {"name": "Push-Ups", "sets": 3, "reps": 15, "calories_burned": 15}], "total_calories_burned": 165, "tip": "Focus on squeezing your chest muscles at the top of each rep for maximum contraction."}'
0,38,78,175,1,'{"workout": [{"name": "Rowing Machine (Max Effort)", "sets": 4, "reps": 200, "calories_burned": 60}, {"name": "Goblet Squats", "sets": 3, "reps": 15, "calories_burned": 40}, {"name": "Push Press (Barbell)", "sets": 3, "reps": 10, "calories_burned": 35}, {"name": "Walking Lunges (with weights)", "sets": 3, "reps": 12, "calories_burned": 30}, {"name": "Russian Twists", "sets": 3, "reps": 20, "calories_burned": 20}], "total_calories_burned": 185, "tip": "Combine cardio bursts with strength exercises to keep your metabolism elevated long after your workout!"}'
1,42,75,170,2,'{"workout": [{"name": "Push-Ups", "sets": 3, "reps": 15, "calories_burned": 15}, {"name": "Dumbbell Flyes (Flat)", "sets": 3, "reps": 12, "calories_burned": 25}, {"name": "Tricep Dips (Bench)", "sets": 3, "reps": 12, "calories_burned": 20}, {"name": "Hammer Curls", "sets": 3, "reps": 12, "calories_burned": 20}, {"name": "Shoulder Press (Machine)", "sets": 3, "reps": 12, "calories_burned": 25}], "total_calories_burned": 105, "tip": "Bodyweight exercises are excellent for maintaining strength and can be done anywhere."}'
